,source,author,title,description,url,urlToImage,publishedAt,content
118,"{'id': 'reuters', 'name': 'Reuters'}",,Fugitive Turkish crypto fraud suspect arrested in Albania resort - Reuters,"Albanian police on Tuesday arrested the fugitive Turkish founder of crypto-exchange Thodex, wanted by Interpol for suspected crypto fraud and at large for a year, police and media said.",https://www.reuters.com/world/fugitive-turkish-crypto-fraud-suspect-arrested-albania-resort-2022-08-30/,https://www.reuters.com/pf/resources/images/reuters/reuters-default.png?d=108,2022-08-30T13:05:00Z,"TIRANA, Aug 30 (Reuters) - Albanian police on Tuesday arrested the fugitive Turkish founder of crypto-exchange Thodex, wanted by Interpol for suspected crypto fraud and at large for a year, police an… [+1919 chars]"
119,"{'id': 'reuters', 'name': 'Reuters'}",,"Ransomware group BlackCat behind Italy's GSE hacking, researchers say - Reuters.com","Hacking group BlackCat was behind a recent attack on Italy's state-owned energy services firm GSE, stole a massive amount of data and threatened to publish if their demands were not met, according to security researchers and documents seen by Reuters.",https://www.reuters.com/technology/ransomware-group-blackcat-behind-italys-gse-hacking-researchers-say-2022-09-02/,https://www.reuters.com/resizer/enqAsaXcCMY9Zltx5kkJ4aFGSko=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/RXWNWIVM7NLNPN74WQ52TWZK3I.jpg,2022-09-02T20:05:00Z,"STOCKHOLM/MILAN, Sept 2 (Reuters) - Hacking group BlackCat was behind a recent attack on Italy's state-owned energy services firm GSE, stole a massive amount of data and threatened to publish if thei… [+1892 chars]"
120,"{'id': 'business-insider', 'name': 'Business Insider'}",mloh@businessinsider.com (Matthew Loh),Elon Musk's crypto interview was broadcast on the South Korean government's YouTube channel that was hacked and renamed 'SpaceX Invest',The breach on Saturday morning is the fourth time in the last two weeks that a YouTube channel run by the South Korean government was hacked.,https://www.businessinsider.com/elon-musk-crypto-interview-streams-hacked-south-korean-governments-youtube-2022-9,https://i.insider.com/631567f8ed92be0018c5dd1d?width=1200&format=jpeg,2022-09-05T03:48:07Z,"The South Korean government's official YouTube channel was hacked on Saturday morning to broadcast a video featuring billionaire Elon Musk chatting about cryptocurrency, according to local media repo… [+1879 chars]"
121,"{'id': 'nbc-news', 'name': 'NBC News'}",MacKenzie Sigalos,Ethereum’s software upgrade just went live — here’s what it does,"Ethereum’s biggest-ever upgrade just took effect, in what industry experts are calling a game changer for the entire crypto sector.",https://www.nbcnews.com/tech/crypto/ethereums-software-upgrade-just-went-live-s-rcna47887,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/rockcms/2022-09/220915-crypto-farm-ew-1012p-e45885.jpg",2022-09-15T14:16:01Z,"Ethereums biggest-ever upgrade just took effect, in what industry experts are calling a game changer for the entire crypto sector. Thus far, all signs suggest the so-called merge which is designed to… [+7098 chars]"
122,"{'id': 'nbc-news', 'name': 'NBC News'}",Reuters,U.S. seizes $30 mln in crypto from North Korea-linked hackers,"The United States has seized over $30 million in cryptocurrency stolen by North Korean-linked hackers Lazarus from the popular online game Axie Infinity,",https://www.nbcnews.com/tech/crypto/us-seizes-30-mln-crypto-north-korea-linked-hackers-rcna46929,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/rockcms/2022-09/220908-north-korea-flag-jm-1508-8ec697.jpg",2022-09-08T19:30:37Z,"The United States has seized over $30 million in cryptocurrency stolen by North Korean-linked hackers Lazarus from the popular online game Axie Infinity, crypto intelligence firm Chainalysis said on … [+1155 chars]"
123,"{'id': 'nbc-news', 'name': 'NBC News'}",Reuters,Explainer: Understanding Ethereum’s major 'proof of stake' upgrade,"Ethereum, the blockchain that underpins the world’s second-largest crypto token ether, will soon undergo a major software upgrade that promises to slash the",https://www.nbcnews.com/tech/crypto/explainer-understanding-ethereums-major-proof-stake-upgrade-rcna46998,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/rockcms/2022-09/220909-ethereum-crypto-farm-mn-0840-bbfc5e.jpg",2022-09-09T12:39:32Z,"Ethereum, the blockchain that underpins the worlds second-largest crypto token ether, will soon undergo a major software upgrade that promises to slash the amount of energy needed to create new coins… [+3296 chars]"
124,"{'id': 'the-verge', 'name': 'The Verge'}",Corin Faife,Hacker steals $160 million from crypto trading firm Wintermute,"Cryptocurrency market-making firm Wintermute has been hit by a hack that drained $160 million of USD Coin, Tether, Wrapped ETH, and other cryptocurrencies from the company’s liquidity reserves.",https://www.theverge.com/2022/9/20/23362864/hacker-crypto-steal-wintermute-theft,https://cdn.vox-cdn.com/thumbor/oVUM1UUMudMHCR4OYGyw36qBsQE=/0x0:2040x1360/1200x628/filters:focal(1020x680:1021x681)/cdn.vox-cdn.com/uploads/chorus_asset/file/23587765/acastro_220524_STK428_0001.jpg,2022-09-20T14:21:18Z,"Hacker steals $160 million from crypto trading firm Wintermute
Hacker steals $160 million from crypto trading firm Wintermute
 / A series of unauthorized transactions sent tens of millions of dolla… [+3161 chars]"
125,"{'id': 'the-verge', 'name': 'The Verge'}",Justine Calma,How The Merge will slash Ethereum’s climate pollution,"If “The Merge” is successful, Ethereum will use a fraction of the energy it used to. That’s supposed drastically cut down the cryptocurrency’s climate pollution. But there’s a lot that has to go right first.",https://www.theverge.com/2022/9/6/23339594/ethereum-merge-energy-pollution-proof-of-stake,https://cdn.vox-cdn.com/thumbor/rWhHRgz07z4UNnHnOzxFL8mm0o0=/0x357:5000x2975/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/24000086/1347898638.jpg,2022-09-06T23:25:23Z,"If The Merge is successful, it will drastically shrink the cryptocurrencys energy use
Computer equipment used by an Ethereum miner on October 20, 2021 in Vilassar de Mar, Spain.
Photo by Manuel Med… [+10018 chars]"
126,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Mary Ann Azevedo,Insurtech goes niche,"Welcome to The Interchange! If you received this in your inbox, thank you for signing up and your vote of confidence. If you’re reading this as a post on our site, sign up here so you can receive it directly in the future. Every week, I’ll take a look at the …",https://techcrunch.com/2022/09/25/fintech-insurtech-goes-niche/,"https://techcrunch.com/wp-content/uploads/2019/05/GettyImages-991159346.jpg?resize=1200,814",2022-09-25T14:15:49Z,"Welcome to The Interchange! If you received this in your inbox, thank you for signing up and your vote of confidence. If youre reading this as a post on our site, sign up here so you can receive it d… [+11944 chars]"
127,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Ram Iyer,"To reach fintech’s next level, infrastructure providers must address these pain points","As long as infrastructure providers are able to specialize to address the pain points of their customers, they can be an asset to any market they serve.",https://techcrunch.com/2022/09/01/to-reach-fintechs-next-level-infrastructure-providers-must-address-these-pain-points/,https://techcrunch.com/wp-content/uploads/2022/09/GettyImages-200560259-001.jpg?w=535,2022-09-01T14:00:39Z,"Weve all seen the headlines: Fintech is struggling. Since last year, valuations are down 70%-80%, deal activity is down 67% and layoffs have plagued many former industry favorites.
But fintech is re… [+2564 chars]"
128,"{'id': 'the-verge', 'name': 'The Verge'}",Jess Weatherbed,"A huge phishing campaign has targeted over 130 companies, including Twilio and Signal","Organizations, including Twilio, DoorDash, and Signal, have been potentially compromised by hackers, with login credentials belonging to nearly 10,000 Okta users being stolen.",https://www.theverge.com/2022/8/26/23323036/phishing-scam-campaign-twilio-hack-companies,https://cdn.vox-cdn.com/thumbor/88S4gUmJrT9HxgmVtU-adLiILQs=/0x146:2040x1214/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/13959700/acastro_190204_1777_privacy_0002.jpg,2022-08-26T12:26:46Z,"DoorDash, Best Buy, and AT&amp;T were also targeted
If you buy something from a Verge link, Vox Media may earn a commission. See our ethics statement.
The 0ktapus phishing campaign is one of the be… [+3639 chars]"
129,"{'id': 'reuters', 'name': 'Reuters'}",,Ethereum's energy-saving Merge upgrade,"Ethereum, the blockchain that underpins the world's second-largest crypto token ether, on Thursday underwent a major software upgrade that slashes the amount of energy needed to create new coins and carry out transactions. <a href=""/technology/ethereum-blockc…",https://www.reuters.com/technology/ethereums-energy-saving-merge-upgrade-2022-09-15/,https://www.reuters.com/resizer/-fHQekYFG0yrx51EQWsxag_IRMc=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/WV7O4X6TKRMWFGXRWZPIYBI6QQ.jpg,2022-09-15T09:24:43Z,"Sept 15 (Reuters) - Ethereum, the blockchain that underpins the world's second-largest crypto token ether, on Thursday underwent a major software upgrade that slashes the amount of energy needed to c… [+3510 chars]"
130,"{'id': 'reuters', 'name': 'Reuters'}",,"Understanding Ethereum's major ""Merge"" upgrade","Ethereum, the blockchain that underpins the world's second-largest crypto token ether, will soon undergo a major software upgrade that promises to slash the amount of energy needed to create new coins and carry out transactions.",https://www.reuters.com/technology/understanding-ethereums-major-merge-upgrade-2022-09-09/,https://www.reuters.com/resizer/SVam8tOn7w-jxaabRIFYYXhIgqU=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/OYDHPYZAUZL6ZL4SDUAX6PV53M.jpg,2022-09-09T04:06:52Z,"Sept 9 (Reuters) - Ethereum, the blockchain that underpins the world's second-largest crypto token ether, will soon undergo a major software upgrade that promises to slash the amount of energy needed… [+3433 chars]"
131,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Carly Page,North Korea's Lazarus hackers are exploiting Log4j flaw to hack US energy companies,"The state-sponsored hacking group used a year-old Log4j vulnerability to compromise U.S., Canadian and Japanese energy company servers.",https://techcrunch.com/2022/09/08/north-korea-lazarus-united-states-energy/,https://techcrunch.com/wp-content/uploads/2022/09/GettyImages-1421710640.jpg?w=1200,2022-09-08T13:58:17Z,"Security researchers have linked a new cyber espionage campaign targeting U.S., Canadian and Japanese energy providers to the North Korean state-sponsored Lazarus hacking group.
Threat intelligence … [+2541 chars]"
132,"{'id': 'reuters', 'name': 'Reuters'}",,Australia's Optus contacts customers caught in cyber attack - Reuters,"Australia's number two telecommunications company, Optus, said on Saturday it was contacting customers about a cyberattack that accessed personal details of up to 10 million customers, in one of Australia's biggest cybersecurity breaches.",https://www.reuters.com/technology/australias-optus-contacts-customers-caught-cyber-attack-2022-09-24/,https://www.reuters.com/resizer/xxyLU3q1VXCZfJAA_-m68xs8QDM=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/EOP4ZHTHA5JMDCWN35E5PJFE3Y.jpg,2022-09-24T07:00:00Z,"Sept 24 (Reuters) - Australia's number two telecommunications company, Optus, said on Saturday it was contacting customers about a cyberattack that accessed personal details of up to 10 million custo… [+1972 chars]"
133,"{'id': 'business-insider', 'name': 'Business Insider'}",mloh@businessinsider.com (Matthew Loh),Elon Musk's crypto interview was broadcast on the South Korean government's YouTube channel that was hacked and renamed 'SpaceX Invest',The breach on Saturday morning is the fourth time in the last two weeks that a YouTube channel run by the South Korean government was hacked.,https://www.businessinsider.com/elon-musk-crypto-interview-streams-hacked-south-korean-governments-youtube-2022-9,https://i.insider.com/631567f8ed92be0018c5dd1d?width=1200&format=jpeg,2022-09-05T03:48:07Z,"The South Korean government's official YouTube channel was hacked on Saturday morning to broadcast a video featuring billionaire Elon Musk chatting about cryptocurrency, according to local media repo… [+1879 chars]"
134,"{'id': 'nbc-news', 'name': 'NBC News'}",Reuters,U.S. seizes $30 mln in crypto from North Korea-linked hackers,"The United States has seized over $30 million in cryptocurrency stolen by North Korean-linked hackers Lazarus from the popular online game Axie Infinity,",https://www.nbcnews.com/tech/crypto/us-seizes-30-mln-crypto-north-korea-linked-hackers-rcna46929,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/rockcms/2022-09/220908-north-korea-flag-jm-1508-8ec697.jpg",2022-09-08T19:30:37Z,"The United States has seized over $30 million in cryptocurrency stolen by North Korean-linked hackers Lazarus from the popular online game Axie Infinity, crypto intelligence firm Chainalysis said on … [+1155 chars]"
135,"{'id': 'nbc-news', 'name': 'NBC News'}",Reuters,Explainer: Understanding Ethereum’s major 'proof of stake' upgrade,"Ethereum, the blockchain that underpins the world’s second-largest crypto token ether, will soon undergo a major software upgrade that promises to slash the",https://www.nbcnews.com/tech/crypto/explainer-understanding-ethereums-major-proof-stake-upgrade-rcna46998,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/rockcms/2022-09/220909-ethereum-crypto-farm-mn-0840-bbfc5e.jpg",2022-09-09T12:39:32Z,"Ethereum, the blockchain that underpins the worlds second-largest crypto token ether, will soon undergo a major software upgrade that promises to slash the amount of energy needed to create new coins… [+3296 chars]"
136,"{'id': 'nbc-news', 'name': 'NBC News'}",MacKenzie Sigalos,Ethereum’s software upgrade just went live — here’s what it does,"Ethereum’s biggest-ever upgrade just took effect, in what industry experts are calling a game changer for the entire crypto sector.",https://www.nbcnews.com/tech/crypto/ethereums-software-upgrade-just-went-live-s-rcna47887,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/rockcms/2022-09/220915-crypto-farm-ew-1012p-e45885.jpg",2022-09-15T14:16:01Z,"Ethereums biggest-ever upgrade just took effect, in what industry experts are calling a game changer for the entire crypto sector. Thus far, all signs suggest the so-called merge which is designed to… [+7098 chars]"
137,"{'id': 'the-verge', 'name': 'The Verge'}",Corin Faife,Hacker steals $160 million from crypto trading firm Wintermute,"Cryptocurrency market-making firm Wintermute has been hit by a hack that drained $160 million of USD Coin, Tether, Wrapped ETH, and other cryptocurrencies from the company’s liquidity reserves.",https://www.theverge.com/2022/9/20/23362864/hacker-crypto-steal-wintermute-theft,https://cdn.vox-cdn.com/thumbor/oVUM1UUMudMHCR4OYGyw36qBsQE=/0x0:2040x1360/1200x628/filters:focal(1020x680:1021x681)/cdn.vox-cdn.com/uploads/chorus_asset/file/23587765/acastro_220524_STK428_0001.jpg,2022-09-20T14:21:18Z,"Hacker steals $160 million from crypto trading firm Wintermute
Hacker steals $160 million from crypto trading firm Wintermute
 / A series of unauthorized transactions sent tens of millions of dolla… [+3161 chars]"
138,"{'id': 'the-verge', 'name': 'The Verge'}",Justine Calma,How The Merge will slash Ethereum’s climate pollution,"If “The Merge” is successful, Ethereum will use a fraction of the energy it used to. That’s supposed drastically cut down the cryptocurrency’s climate pollution. But there’s a lot that has to go right first.",https://www.theverge.com/2022/9/6/23339594/ethereum-merge-energy-pollution-proof-of-stake,https://cdn.vox-cdn.com/thumbor/rWhHRgz07z4UNnHnOzxFL8mm0o0=/0x357:5000x2975/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/24000086/1347898638.jpg,2022-09-06T23:25:23Z,"If The Merge is successful, it will drastically shrink the cryptocurrencys energy use
Computer equipment used by an Ethereum miner on October 20, 2021 in Vilassar de Mar, Spain.
Photo by Manuel Med… [+10018 chars]"
139,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Carly Page,North Korea's Lazarus hackers are exploiting Log4j flaw to hack US energy companies,"The state-sponsored hacking group used a year-old Log4j vulnerability to compromise U.S., Canadian and Japanese energy company servers.",https://techcrunch.com/2022/09/08/north-korea-lazarus-united-states-energy/,https://techcrunch.com/wp-content/uploads/2022/09/GettyImages-1421710640.jpg?w=1200,2022-09-08T13:58:17Z,"Security researchers have linked a new cyber espionage campaign targeting U.S., Canadian and Japanese energy providers to the North Korean state-sponsored Lazarus hacking group.
Threat intelligence … [+2541 chars]"
140,"{'id': 'reuters', 'name': 'Reuters'}",,Ethereum's energy-saving Merge upgrade,"Ethereum, the blockchain that underpins the world's second-largest crypto token ether, on Thursday underwent a major software upgrade that slashes the amount of energy needed to create new coins and carry out transactions. <a href=""/technology/ethereum-blockc…",https://www.reuters.com/technology/ethereums-energy-saving-merge-upgrade-2022-09-15/,https://www.reuters.com/resizer/-fHQekYFG0yrx51EQWsxag_IRMc=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/WV7O4X6TKRMWFGXRWZPIYBI6QQ.jpg,2022-09-15T09:24:43Z,"Sept 15 (Reuters) - Ethereum, the blockchain that underpins the world's second-largest crypto token ether, on Thursday underwent a major software upgrade that slashes the amount of energy needed to c… [+3510 chars]"
141,"{'id': 'reuters', 'name': 'Reuters'}",,"Understanding Ethereum's major ""Merge"" upgrade","Ethereum, the blockchain that underpins the world's second-largest crypto token ether, will soon undergo a major software upgrade that promises to slash the amount of energy needed to create new coins and carry out transactions.",https://www.reuters.com/technology/understanding-ethereums-major-merge-upgrade-2022-09-09/,https://www.reuters.com/resizer/SVam8tOn7w-jxaabRIFYYXhIgqU=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/OYDHPYZAUZL6ZL4SDUAX6PV53M.jpg,2022-09-09T04:06:52Z,"Sept 9 (Reuters) - Ethereum, the blockchain that underpins the world's second-largest crypto token ether, will soon undergo a major software upgrade that promises to slash the amount of energy needed… [+3433 chars]"
142,"{'id': 'fox-news', 'name': 'Fox News'}",Paul Steinhauser,2022 primary season concludes with fiery Republican face-offs in battleground New Hampshire,"Trump's not on the ballot, but he's part of the conversation, as New Hampshire, Rhode Island and Delaware hold the final nominating primaries of the 2022 election cycle",https://www.foxnews.com/politics/2022-primary-season-concludes-fiery-republican-faceoffs-battleground-new-hampshire,https://static.foxnews.com/foxnews.com/content/uploads/2022/09/Don-Bolduc-Hampton-NH-Sept.-12-2022.jpg,2022-09-13T12:36:17Z,"HAMPTON BEACH, N.H. Six months after Texas held the first primaries of 2022, it is the season finale, as New Hampshire, Rhode Island and Delaware hold nominating contests on Tuesday.
New Hampshire, … [+14349 chars]"
143,"{'id': 'business-insider', 'name': 'Business Insider'}",insider@insider.com (Carter Kilmann),5 crypto scams to know before you start trading coins,Scammers use various techniques to rob crypto investors. Here are five scams to know and how to avoid them.,https://www.businessinsider.com/personal-finance/crypto-scams,https://i.insider.com/61a79f2b0ed48c0019e53547?width=1200&format=jpeg,2022-09-16T21:42:21Z,"Insider's experts choose the best products and services to help make smart decisions with your money (heres how). In some cases, we receive a commission from our our partners, however, our opinions a… [+9504 chars]"
144,"{'id': 'nbc-news', 'name': 'NBC News'}",Sahil Kapur,Democrats hammer Republicans over Social Security as conservative candidates grab the 'third rail',"As Republican congressional candidates call for changes to Social Security, Democrats are trying to make them pay a political price in the 2022 midterm elections.",https://www.nbcnews.com/politics/congress/democrats-hammer-republicans-social-security-gop-candidates-grab-third-rcna43925,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/rockcms/2022-08/220825-ron-johnson-blake-masters-2up-2x1-ac-536p-a28714.jpg",2022-08-28T09:00:00Z,"WASHINGTON When Blake Masters was running for the Republican nomination for Senate in Arizona, he floated what he called a fresh and innovative idea.
Maybe we should privatize Social Security. Right… [+5726 chars]"
